source,source_id,accession_number,title,culture,creation_date,classification,technique,medium,department,description,url,image_url,share_license_status,has_image,andean_terms,textile_terms,curation_status,curation_notes,raw_queries
Cleveland Museum of Art,119682,1940.520,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style",200–1 BCE,Textile,"cotton: plain warp-faced cloth, painted",,Textiles,"The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",https://clevelandart.org/art/1940.520,https://openaccess-cdn.clevelandart.org/1940.520/1940.520_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Andean textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119683,1940.521,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,"cotton and pigment, plain weave",,Textiles,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.521,https://openaccess-cdn.clevelandart.org/1940.521/1940.521_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119684,1940.522,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)","170 BCE–70 CE (radiocarbon date, 95% probability)",Textile,"plain warp-faced cloth, painted: cotton",,Textiles,"The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.522,https://openaccess-cdn.clevelandart.org/1940.522/1940.522_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119685,1940.523,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,Cotton and pigment; plain weave,,Textiles,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.523,https://openaccess-cdn.clevelandart.org/1940.523/1940.523_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119686,1940.524,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,"cotton and pigment, plain weave",,Textiles,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.524,https://openaccess-cdn.clevelandart.org/1940.524/1940.524_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119687,1940.525,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",200–1 BCE,Textile,"plain warp-faced cloth, painted: cotton",,Textiles,"The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.525,https://openaccess-cdn.clevelandart.org/1940.525/1940.525_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119688,1940.526,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",200–1 BCE,Textile,"plain warp-faced cloth, painted: cotton",,Textiles,"The Paracas people of Peru's south coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as if serving as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.526,https://openaccess-cdn.clevelandart.org/1940.526/1940.526_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119689,1940.527,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,Cotton and pigment; plain weave,,Textiles,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.527,https://openaccess-cdn.clevelandart.org/1940.527/1940.527_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119690,1940.528,Fragment of Embroidered Cloth,"Peru, South Coast, Paracas, Late Period",c. 300–100 BCE,Textile,embroidery on plain wool ground,,Textiles,"The repetition of a nonmythical figure, in this case a warrior holding spears and a trophy head, was one of the important innovations of Paracas textile design during the Late Paracas period. The trophy head cult was an essential aspect of crop fertility and was, therefore, a focal point of Paracas art in general.",https://clevelandart.org/art/1940.528,https://openaccess-cdn.clevelandart.org/1940.528/1940.528_web.jpg,CC0,True,paracas; peru; south coast,cloth; textile; wool,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119691,1940.529,Headcloth,"Peru, South Coast, Paracas, Middle Period, c. 600-400 BC (Early Horizon, Epoch 10)",c. 600–400 BCE,Textile,embroidery on tabby cloth; needle reseau and fringe at border,,Textiles,"The embroidered design consists entirely of felines, some of which are depicted with trophy heads. Both are very common motifs of Paracas art. The linear and highly stylized design as well as the limited spectrum of colors are characteristic of Paracas embroideries from the Middle Period.",https://clevelandart.org/art/1940.529,https://openaccess-cdn.clevelandart.org/1940.529/1940.529_web.jpg,CC0,True,paracas; peru; south coast,cloth; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119693,1940.530,Cloth with Procession of Figures,"Central Andes, South Coast, Nasca people","170 BCE–70 CE (radiocarbon date, 95% probability)",Textile,cotton and pigment (field); camelid fiber (borders and fringe),,Textiles,"Experts agree that this cloth is one of the greatest paintings to survive from Andean antiquity due to the realism, complexity, large size, and refined execution of its figures. All but one of the figures wear the whiskered mouth mask of Nasca supernatural beings and several carry or wear severed human heads, which the Nasca linked to nature’s fruitfulness. Thus, the figures seem to represent supernatural forces or humans personifying such forces during a ritual devoted to agricultural fertility. Originally, the panel was attached along its upper edge to a dark blue cloth of equal size. The complete textile may have served as a mantle (a shawl-like garment), a hanging, or a funerary offering.",https://clevelandart.org/art/1940.530,https://openaccess-cdn.clevelandart.org/1940.530/1940.530_web.jpg,CC0,True,andean; andes; nasca; south coast,camelid; cloth; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Andean textile; Andes textile; Nasca textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,119694,1940.531,Mummy Bundle Turban,"Peru, South Coast, Paracas, 200 BC - AD 200, modern assembly",c. 650–100 BCE,Textile,"cotton, reed, wool, fur, feathers and other fibers",,Textiles,,https://clevelandart.org/art/1940.531,https://openaccess-cdn.clevelandart.org/1940.531/1940.531_web.jpg,CC0,True,paracas; peru; south coast,cotton; textile; wool,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,124412,1945.378,Four-Cornered Hat,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-11th Century",c. 700–1100 A.D.,Textile,needle network with cut pile: cotton and wool; reseau for top: cotton,,Textiles,,https://clevelandart.org/art/1945.378,https://openaccess-cdn.clevelandart.org/1945.378/1945.378_web.jpg,CC0,True,peru; south coast; wari,cotton; textile; wool,candidate,Pendiente de revision visual.,Peru textile; South Coast textile; Wari textile
Cleveland Museum of Art,124413,1945.379,Mantle Corner Fragment,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-11th Century",700–1100 A.D.,Textile,cotton and camelid fiber; plain weave with supplementary weft (brocade),,Textiles,,https://clevelandart.org/art/1945.379,https://openaccess-cdn.clevelandart.org/1945.379/1945.379_web.jpg,CC0,True,peru; south coast; wari,camelid; cotton; fiber; mantle; textile,candidate,Pendiente de revision visual.,Peru textile; South Coast textile; Wari textile
Cleveland Museum of Art,124739,1946.226,Mantle,"Peru, South Coast, Paracas (Cavernas) style",c. 300 BCE–200 CE,Textile,camelid fiber: plain weave with embroidery,,Textiles,"Buried in shaft-tombs, or rectangular sunken chambers, the Paracas dead were wrapped in layers of cloth and accompanied by pottery, food, and other offerings. The dry environment of the Paracas Peninsula helped preserve many of these textiles, including richly ornamented garments buried with important individuals. This mantle, probably worn like a cloak, relates closely to the tunic (CMA 1946.227) and long headband (CMA 1946.228) due to their shared imagery. Its double-headed bird motifs— embroidered in vivid red, blue, yellow, and green yarns—likely had symbolic significance, although the specific meaning remains unknown.",https://clevelandart.org/art/1946.226,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg,CC0,True,paracas; peru; south coast,camelid; cloth; fiber; mantle; textile; tunic,candidate,Pendiente de revision visual.,Andean textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,124740,1946.227,Tunic,"Peru, South Coast, Paracas (Cavernas) style",c. 300 BCE–200 CE,Textile,Alpaca wool: plain weave with embroidery and warp substitution,,Textiles,"Brightly dyed wool yarns found in many ancient Peruvian textiles come mainly from alpacas that were domesticated and selectively bred to produce long, soft, lustrous fiber. The finely spun yarns in a broad range of colors as seen on this tunic—well preserved after approximately 2,000 years of burial—attest to the Paracas people’s considerable artistry. A double-headed bird motif appears multiple times throughout the tunic’s design.",https://clevelandart.org/art/1946.227,https://openaccess-cdn.clevelandart.org/1946.227/1946.227_web.jpg,CC0,True,paracas; peru; peruvian; south coast,fiber; textile; tunic; wool,candidate,Pendiente de revision visual.,Andean textile; Andes textile; Paracas textile; Peru textile; Peruvian textile; South Coast textile
Cleveland Museum of Art,124741,1946.228,Turban Band (Llauto),"Peru, South Coast, Paracas, Late Period",c. 300–100 BCE,Textile,wool and cotton: needle reseau (netting),,Textiles,"Repeated along the length of this headband is a double-headed bird motif, in which the two heads are seen in profile and joined to a frontal body with outstretched wings. This design also appears in the tunic (1946.227) and mantle (1946.226). These three textiles may have formed a matched set that a socially prominent Paracas man would have worn as an ensemble.",https://clevelandart.org/art/1946.228,https://openaccess-cdn.clevelandart.org/1946.228/1946.228_web.jpg,CC0,True,paracas; peru; south coast,cotton; mantle; textile; tunic; wool,candidate,Pendiente de revision visual.,Andean textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,125095,1946.75,Mantle Corner Fragment,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Textile,cotton and camelid fiber; plain weave with supplementary weft (brocade),,Textiles,,https://clevelandart.org/art/1946.75,https://openaccess-cdn.clevelandart.org/1946.75/1946.75_web.jpg,CC0,True,peru; south coast; wari,camelid; cotton; fiber; mantle; textile,candidate,Pendiente de revision visual.,Peru textile; South Coast textile; Wari textile
Cleveland Museum of Art,125339,1947.291,Four-Cornered Hat,"Peru, South Coast, Wari Culture, Tiwanaku Style, Middle Horizon, 8th-12th Century",c. 700–1100 A.D.,Textile,needle network with and without cut pile: cotton and wool,,Textiles,,https://clevelandart.org/art/1947.291,https://openaccess-cdn.clevelandart.org/1947.291/1947.291_web.jpg,CC0,True,peru; south coast; tiwanaku; wari,cotton; textile; wool,candidate,Pendiente de revision visual.,Peru textile; South Coast textile; Tiwanaku textile; Wari textile
Cleveland Museum of Art,126268,1948.478,Border Fragment,"Peru, South Coast, Nasca",100 BCE–700 CE,Embroidery,embroidery in polychrome wools on cotton foundation,,Textiles,,https://clevelandart.org/art/1948.478,https://openaccess-cdn.clevelandart.org/1948.478/1948.478_web.jpg,CC0,True,nasca; peru; south coast,cotton,candidate,Pendiente de revision visual.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126269,1948.479,Border Fragment with Birds and Flowers,"Peru, South Coast, Nasca",100 BCE–700 CE,Embroidery,"camelid fiber, cross-knit looping (reversible)",,Textiles,,https://clevelandart.org/art/1948.479,https://openaccess-cdn.clevelandart.org/1948.479/1948.479_web.jpg,CC0,True,nasca; peru; south coast,camelid; fiber,candidate,Pendiente de revision visual.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126271,1948.480,Border Fragment with Birds and Flowers,"Peru, South Coast, Nasca",100 BCE–700 CE,Embroidery,"camelid fiber, cross-knit looping (reversible)",,Textiles,,https://clevelandart.org/art/1948.480,https://openaccess-cdn.clevelandart.org/1948.480/1948.480_web.jpg,CC0,True,nasca; peru; south coast,camelid; fiber,candidate,Pendiente de revision visual.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126272,1948.481,Border Fragment with Birds and Flowers,"Peru, South Coast, Nasca",100 BCE–700 CE,Embroidery,embroidery of polychrome wools on cotton foundation,,Textiles,,https://clevelandart.org/art/1948.481,https://openaccess-cdn.clevelandart.org/1948.481/1948.481_web.jpg,CC0,True,nasca; peru; south coast,cotton,candidate,Pendiente de revision visual.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126273,1948.482,Border Fragment with Birds and Flowers,"Peru, South Coast, Nasca",100 BCE–700 CE,Embroidery,"camelid fiber, cross-knit looping (reversible)",,Textiles,,https://clevelandart.org/art/1948.482,https://openaccess-cdn.clevelandart.org/1948.482/1948.482_web.jpg,CC0,True,nasca; peru; south coast,camelid; fiber,candidate,Pendiente de revision visual.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126274,1948.483,Spindle,"Peru, South Coast, Nasca",c. 1–399 CE,Spindle Whorl,wood with carved clay whorl,,Textiles,,https://clevelandart.org/art/1948.483,https://openaccess-cdn.clevelandart.org/1948.483/1948.483_web.jpg,CC0,True,nasca; peru; south coast,,excluded_no_textile_evidence,Sin evidencia textil suficiente en metadatos.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126275,1948.484,Spindle,"Peru, South Coast, Nasca",c. 1–399 CE,Spindle Whorl,wood with carved clay whorl,,Textiles,,https://clevelandart.org/art/1948.484,https://openaccess-cdn.clevelandart.org/1948.484/1948.484_web.jpg,CC0,True,nasca; peru; south coast,,excluded_no_textile_evidence,Sin evidencia textil suficiente en metadatos.,Nasca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126276,1948.485,Spindle,"Peru, South Coast, Wari Culture, Tiwanaku Style, 7th-10th Century",c. 600–1000,Spindle Whorl,wood with carved clay whorl,,Textiles,,https://clevelandart.org/art/1948.485,https://openaccess-cdn.clevelandart.org/1948.485/1948.485_web.jpg,CC0,True,peru; south coast; tiwanaku; wari,,excluded_no_textile_evidence,Sin evidencia textil suficiente en metadatos.,Peru textile; South Coast textile; Tiwanaku textile; Wari textile
Cleveland Museum of Art,126684,1949.12,Tunic with Profile Animal and Human Heads,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Textile,tapestry weave: wool,,Textiles,"Wari tunics are made of two long panels folded at the shoulder line and stitched together at center and side seams, with openings left for the head and arms. The looms on which the panels were woven measured about 80 x 20 inches, with the warps spanning the short dimension. Thus, the warps are horizontal rather than vertical in the garment as it was worn. This orientation is unusual and seems to have influenced the construction of later Inca tunics. In this example, the imagery comprises two profile heads that alternate, one a human and the other an animal that may represent a deer or a bat. Such tunics were luxury goods worn only by privileged individuals.",https://clevelandart.org/art/1949.12,https://openaccess-cdn.clevelandart.org/1949.12/1949.12_web.jpg,CC0,True,inca; peru; south coast; wari,garment; textile; tunic; wool; woven,candidate,Pendiente de revision visual.,Inca textile; Peru textile; South Coast textile; Wari textile
Cleveland Museum of Art,126795,1949.192,Four-Cornered Hat,"Peru, South Coast, Ica Valley, Inca Culture, 15th-16th century",c. 1400–1532,Textile,camelid fiber,,Textiles,,https://clevelandart.org/art/1949.192,https://openaccess-cdn.clevelandart.org/1949.192/1949.192_web.jpg,CC0,True,inca; peru; south coast,camelid; fiber; textile,candidate,Pendiente de revision visual.,Inca textile; Peru textile; South Coast textile
Cleveland Museum of Art,126796,1949.193,Four-Cornered Hat,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Textile,"sides: cotton and wool plain cloth, brocaded; top: wool fancy cloth (?)",,Textiles,,https://clevelandart.org/art/1949.193,https://openaccess-cdn.clevelandart.org/1949.193/1949.193_web.jpg,CC0,True,peru; south coast; wari,cloth; cotton; textile; wool,candidate,Pendiente de revision visual.,Peru textile; South Coast textile; Wari textile
Cleveland Museum of Art,128181,1951.173,"Medallion, beads, and spindle whorls","Central Andes, North Coast, Chimú (medallion)",1000–1532 (medallion),Jewelry,"bronze, copper, silver",,Art of the Americas,"This medallion and dozens of smaller beads and spindle whorls arrived at the museum strung on modern cord. Pierced with a hole at the top, it could have been suspended from a necklace or attached to a backing, such as a textile. It comes from Peru’s north coast and was made in the late pre-Hispanic period; the dates of the smaller beads are less clear.",https://clevelandart.org/art/1951.173,https://openaccess-cdn.clevelandart.org/1951.173/1951.173_web.jpg,CC0,True,andes; north coast; peru,textile,candidate,Pendiente de revision visual.,Andes textile; Chimu textile; North Coast textile; Peru textile
Cleveland Museum of Art,128454,1951.393,Half Tunic,"Peru, South Coast, Inca Culture, Colonial Period, 16th century",16th century,Textile,interlocked tapestry; cotton and wool,,Textiles,"The ""t'oqapu"" waistband and the deep V-yoke were standard decorations of Inca tunics. However, the fantastic animals represented in the yoke and the floral motifs in the main field identify this tunic as dating after the Spanish Conquest in 1532.",https://clevelandart.org/art/1951.393,https://openaccess-cdn.clevelandart.org/1951.393/1951.393_web.jpg,CC0,True,inca; peru; south coast,cotton; textile; tunic; wool,candidate,Pendiente de revision visual.,Inca textile; Peru textile; South Coast textile
Cleveland Museum of Art,130555,1953.288,Large Cloth,"Peru, North Coast, Chimu-Inka","1460–1632 (radiocarbon date, 95% probability)",Textile,"plain tabby, brocaded: wool and cotton",,Textiles,,https://clevelandart.org/art/1953.288,https://openaccess-cdn.clevelandart.org/1953.288/1953.288_web.jpg,CC0,True,chimu; north coast; peru,cloth; cotton; textile; wool,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile
