id_registro,id_objeto,fuente,institucion,url,imagen_url,imagen_url_miniatura,imagen_local,titulo_original,titulo_es_sugerido,descripcion_oficial,cultura,periodo,fecha_objeto,procedencia,tipo_objeto,tipo_superficie,corpus_analisis,motivo_superficie,material,material_normalizado,tecnica,colores,color_dominante,contraste,densidad_visual,motivos,familia_iconografica,simetria,composicion,descripcion,licencia,estado_metadata,estado_anotacion,observaciones,decision_filtro,puntaje_filtro,motivo_filtrado,fecha_descarga,fecha_anotacion
MET-312826,312826,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312826,https://images.metmuseum.org/CRDImages/ao/original/DP-28477-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-28477-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312826.jpg,Miniature Dress,Objeto textil,"Título oficial: Miniature Dress. Cultura registrada: Ica. Fecha del objeto: 12th–13th century. Material registrado: Cotton, feathers. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 8 3/4 × W. 8 5/8 in. (22.2 × 21.9 cm).",Ica,,12th–13th century,Peru; Ica Valley,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,"Cotton, feathers",algodón; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Miniature Dress. Cultura registrada: Ica. Fecha del objeto: 12th–13th century. Material registrado: Cotton, feathers. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 8 3/4 × W. 8 5/8 in. (22.2 × 21.9 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru']",2026-06-15,
MET-316892,316892,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316892,https://images.metmuseum.org/CRDImages/ao/original/DT3832rev.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT3832rev.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316892.jpg,Woman's Mantle (lliclla),Manto textil,Título oficial: Woman's Mantle (lliclla). Cultura registrada: Peruvian. Fecha del objeto: 17th–18th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 35 1/2 x W. 43 3/8 in. (90.2 x 110.2 cm).,Peruvian,,17th–18th century,Peru,manto,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['mantle'],Camelid hair,fibra de camélido,tejido,,,,,,,,,Título oficial: Woman's Mantle (lliclla). Cultura registrada: Peruvian. Fecha del objeto: 17th–18th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 35 1/2 x W. 43 3/8 in. (90.2 x 110.2 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['mantle'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-315786,315786,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/315786,https://images.metmuseum.org/CRDImages/ao/original/DT1269.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1269.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_315786.jpg,Shirt,Objeto textil,"Título oficial: Shirt. Cultura registrada: Moche. Fecha del objeto: 500–850 CE. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 34 1/4 x W. 58 in. (87 x 147.3 cm).",Moche,,500–850 CE,Peru; Huarmey Valley(?),tunica,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['shirt'],"Camelid hair, cotton",algodón; fibra de camélido,tejido,,,,,,,,,"Título oficial: Shirt. Cultura registrada: Moche. Fecha del objeto: 500–850 CE. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 34 1/4 x W. 58 in. (87 x 147.3 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['shirt'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['shirt'] | evidencia cultural/geográfica andina: ['peru', 'moche']",2026-06-15,
MET-308402,308402,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308402,https://images.metmuseum.org/CRDImages/ao/original/DP214978.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP214978.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308402.jpg,Feathered Tunic,Túnica textil,"Título oficial: Feathered Tunic. Cultura registrada: Chimú. Fecha del objeto: 1400 - 1700 CE. Material registrado: Cotton, feathers. Clasificación museográfica: Feathers-Containers. Dimensiones: H. 27 1/2 × W. 27 in. (69.9 × 68.6 cm).",Chimú,,1400 - 1700 CE,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['tunic'],"Cotton, feathers",algodón; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Tunic. Cultura registrada: Chimú. Fecha del objeto: 1400 - 1700 CE. Material registrado: Cotton, feathers. Clasificación museográfica: Feathers-Containers. Dimensiones: H. 27 1/2 × W. 27 in. (69.9 × 68.6 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,12,"nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu']",2026-06-15,
MET-308131,308131,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308131,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308131.jpg,Skein of Camelid Hair,Objeto textil,Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: W. 1/2 × L. 12 1/2 in. (1.3 × 31.8 cm).,Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: W. 1/2 × L. 12 1/2 in. (1.3 × 31.8 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-316948,316948,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316948,https://images.metmuseum.org/CRDImages/ao/original/hz1994_35_123.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hz1994_35_123.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316948.jpg,Openweave Cap,Objeto textil,Título oficial: Openweave Cap. Cultura registrada: Peruvian. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Costumes. Dimensiones: Height (w/tassel) 4 in..,Peruvian,,14th–early 16th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Cotton,algodón,,,,,,,,,,Título oficial: Openweave Cap. Cultura registrada: Peruvian. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Costumes. Dimensiones: Height (w/tassel) 4 in..,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-316949,316949,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316949,https://images.metmuseum.org/CRDImages/ao/original/DP101292.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101292.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316949.jpg,Openweave Cap with Tassels,Objeto textil,Título oficial: Openweave Cap with Tassels. Cultura registrada: Peruvian. Fecha del objeto: 11th–14th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Costumes. Dimensiones: Height 6-1/4 in..,Peruvian,,11th–14th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Cotton,algodón,,,,,,,,,,Título oficial: Openweave Cap with Tassels. Cultura registrada: Peruvian. Fecha del objeto: 11th–14th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Costumes. Dimensiones: Height 6-1/4 in..,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308125,308125,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308125,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308125.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 16 1/4 in. (1.27 x 41.28 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 16 1/4 in. (1.27 x 41.28 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308126,308126,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308126,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308126.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 14 1/2 in. (1.27 x 36.83 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 14 1/2 in. (1.27 x 36.83 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308127,308127,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308127,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308127.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 14 3/4 in. (1.27 x 37.47 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 14 3/4 in. (1.27 x 37.47 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308128,308128,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308128,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308128.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 10 in. (1.27 x 25.4 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 10 in. (1.27 x 25.4 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308124,308124,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308124,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308124.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 3/4 x 16 in. (1.91 x 40.64 cm)
Other: 3/4 in. (1.91 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 3/4 x 16 in. (1.91 x 40.64 cm)
Other: 3/4 in. (1.91 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308130,308130,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308130,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308130.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 12 in. (1.27 x 30.48 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 12 in. (1.27 x 30.48 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308133,308133,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308133,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308133.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1 x 28 1/4 in. (2.54 x 71.76 cm)
Other: 1 in. (2.54 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1 x 28 1/4 in. (2.54 x 71.76 cm)
Other: 1 in. (2.54 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308132,308132,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308132,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308132.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308134,308134,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308134,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308134.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1 x 15 1/4 in. (2.54 x 38.74 cm)
Other: 1 in. (2.54 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1 x 15 1/4 in. (2.54 x 38.74 cm)
Other: 1 in. (2.54 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-308129,308129,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308129,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308129.jpg,Skein of Camelid Hair,Objeto textil,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm).",Peruvian,,10th–16th century (?),Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,"Título oficial: Skein of Camelid Hair. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century (?). Material registrado: Camelid hair. Clasificación museográfica: Textiles. Dimensiones: Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
MET-315785,315785,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/315785,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_705.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987_394_705.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_315785.jpg,Hat,Objeto textil,Título oficial: Hat. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Length 7-3/32 in..,Peruvian,,10th–16th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Cotton,algodón,tejido,,,,,,,,,Título oficial: Hat. Cultura registrada: Peruvian. Fecha del objeto: 10th–16th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Length 7-3/32 in..,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,
