fuente,id_fuente,id_registro,institucion,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,procedencia,clasificacion_original,tipo_objeto,tipo_superficie,material,material_normalizado,tecnica,descripcion,url_objeto,url_imagen,ruta_imagen_local,licencia,estado_curacion,destino_curacion,origen_curacion,motivo_curacion,decision_filtro,puntaje_filtro,motivo_filtrado,decision_auditoria,motivo_auditoria,observacion_auditoria,posible_duplicado_suave,estado_metadata,estado_anotacion
met,308068,MET-308068,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308068,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308098,MET-308098,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308098,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308040,MET-308040,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308040,https://images.metmuseum.org/CRDImages/ao/original/DP18451.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308070,MET-308070,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308070,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308058,MET-308058,The Metropolitan Museum of Art,Embroidered Border Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308058,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308076,MET-308076,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308076,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308053,MET-308053,The Metropolitan Museum of Art,Embroidered Border Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308053,https://images.metmuseum.org/CRDImages/ao/original/DP18553.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308077,MET-308077,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308077,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308105,MET-308105,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308105,https://images.metmuseum.org/CRDImages/ao/original/DP18461.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307683,MET-307683,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307683,https://images.metmuseum.org/CRDImages/ao/original/33.149.76-94.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308044,MET-308044,The Metropolitan Museum of Art,Embroidered Border Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308044,https://images.metmuseum.org/CRDImages/ao/original/DP18526.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308042,MET-308042,The Metropolitan Museum of Art,Embroidered Border Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308042,https://images.metmuseum.org/CRDImages/ao/original/TP391.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307950,MET-307950,The Metropolitan Museum of Art,Tunic,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307950,https://images.metmuseum.org/CRDImages/ao/original/DP233569.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308285,MET-308285,The Metropolitan Museum of Art,Panel,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308285,https://images.metmuseum.org/CRDImages/ao/original/169777.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308284,MET-308284,The Metropolitan Museum of Art,Panel,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308284,https://images.metmuseum.org/CRDImages/ao/original/169776.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307960,MET-307960,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307960,https://images.metmuseum.org/CRDImages/ao/original/29.146.9.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307972,MET-307972,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307972,https://images.metmuseum.org/CRDImages/ao/original/DP18617.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308016,MET-308016,The Metropolitan Museum of Art,Fragment with Figures,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308016,https://images.metmuseum.org/CRDImages/ao/original/DP18620.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308017,MET-308017,The Metropolitan Museum of Art,Embroidered Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308017,https://images.metmuseum.org/CRDImages/ao/original/DP18640.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307841,MET-307841,The Metropolitan Museum of Art,Fringed Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307841,https://images.metmuseum.org/CRDImages/ao/original/DP18589.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307844,MET-307844,The Metropolitan Museum of Art,Fringed Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307844,https://images.metmuseum.org/CRDImages/ao/original/DP18605.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307968,MET-307968,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307968,https://images.metmuseum.org/CRDImages/ao/original/29.146.16.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307966,MET-307966,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307966,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307965,MET-307965,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307965,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307964,MET-307964,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307964,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308027,MET-308027,The Metropolitan Museum of Art,Fringed Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308027,https://images.metmuseum.org/CRDImages/ao/original/DP18600.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308028,MET-308028,The Metropolitan Museum of Art,Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308028,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308025,MET-308025,The Metropolitan Museum of Art,Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308025,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307967,MET-307967,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307963,MET-307963,The Metropolitan Museum of Art,Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308029,MET-308029,The Metropolitan Museum of Art,Fringed Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308026,MET-308026,The Metropolitan Museum of Art,Fringed Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308021,MET-308021,The Metropolitan Museum of Art,Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308023,MET-308023,The Metropolitan Museum of Art,Bag,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307843,MET-307843,The Metropolitan Museum of Art,Tapestry Bag with Fringes,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308282,MET-308282,The Metropolitan Museum of Art,Panel with Figures,,Nasca,,,,Textiles-Non-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,314363,MET-314363,The Metropolitan Museum of Art,Tunic,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,316921,MET-316921,The Metropolitan Museum of Art,Bag,,Nasca (?),,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307953,MET-307953,The Metropolitan Museum of Art,Fragmentary Band,,Nasca,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307961,MET-307961,The Metropolitan Museum of Art,Band Fragment,,Nasca,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308015,MET-308015,The Metropolitan Museum of Art,Tapestry Panel,,Nasca,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/308015,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307933,MET-307933,The Metropolitan Museum of Art,Tapestry Fragment with Figures,,Nasca (?),,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307933,https://images.metmuseum.org/CRDImages/ao/original/LC-28_64_27_TMSa.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,316925,MET-316925,The Metropolitan Museum of Art,Bag,,Nasca (?),,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316925,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307962,MET-307962,The Metropolitan Museum of Art,Bag Fragment,,Nasca,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307962,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,312614,MET-312614,The Metropolitan Museum of Art,Tunic Section,,Wari,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/312614,https://images.metmuseum.org/CRDImages/ao/original/TP411.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308283,MET-308283,The Metropolitan Museum of Art,Panel with Figures,,Chancay,,,,Textiles-Woven,,,"Cotton, paint",,,,https://www.metmuseum.org/art/collection/search/308283,https://images.metmuseum.org/CRDImages/ao/original/DP221260.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,312669,MET-312669,The Metropolitan Museum of Art,Panel,,Chancay,,,,Textiles-Woven,,,"Cotton, paint",,,,https://www.metmuseum.org/art/collection/search/312669,https://images.metmuseum.org/CRDImages/ao/original/1979_206_459_EX_01.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,310059,MET-310059,The Metropolitan Museum of Art,Painted Woven Panel,,Chancay,,,,Textiles-Woven,,,"Cotton, paint",,,,https://www.metmuseum.org/art/collection/search/310059,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_13.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307943,MET-307943,The Metropolitan Museum of Art,Fragment,,Chancay,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307943,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307940,MET-307940,The Metropolitan Museum of Art,Fragment,,Chancay,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307940,https://images.metmuseum.org/CRDImages/ao/original/72153.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308290,MET-308290,The Metropolitan Museum of Art,Fragment,,Chancay,,,,Textiles-Woven,,,"Cotton, camelid hair",,,,https://www.metmuseum.org/art/collection/search/308290,https://images.metmuseum.org/CRDImages/ao/original/175775.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307806,MET-307806,The Metropolitan Museum of Art,Tapestry Border Fragment with Tab Fringes,,Chancay,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/307806,https://images.metmuseum.org/CRDImages/ao/original/vs09_50_1085.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,313121,MET-313121,The Metropolitan Museum of Art,Panel,,Chancay,,,,Textiles-Woven,,,"Cotton, camelid hair",,,,https://www.metmuseum.org/art/collection/search/313121,https://images.metmuseum.org/CRDImages/ao/original/222448.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,318460,MET-318460,The Metropolitan Museum of Art,False Face for Funerary Bundle,,Paracas,,,,Textiles-Woven,,,"Cotton, paint",,,,https://www.metmuseum.org/art/collection/search/318460,https://images.metmuseum.org/CRDImages/ao/original/vsl1995_49.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,315772,MET-315772,The Metropolitan Museum of Art,Headband with ornamental tassels,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/315772,https://images.metmuseum.org/CRDImages/ao/original/DP-26542-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,307944,MET-307944,The Metropolitan Museum of Art,Sash,,Chimú,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307944,https://images.metmuseum.org/CRDImages/ao/original/LC-28_171_7_TMSa.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,316931,MET-316931,The Metropolitan Museum of Art,Headband,,Peruvian,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316931,https://images.metmuseum.org/CRDImages/ao/original/1994.35.106_a.JPG,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,309528,MET-309528,The Metropolitan Museum of Art,Band,,Inca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/309528,https://images.metmuseum.org/CRDImages/ao/original/189514.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,307959,MET-307959,The Metropolitan Museum of Art,Sash or Headband,,Nasca,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307959,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,316935,MET-316935,The Metropolitan Museum of Art,Headband,,Nasca (?),,,,Textiles-Woven,,,"Cotton, camelid hair",,,,https://www.metmuseum.org/art/collection/search/316935,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.110.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,318746,MET-318746,The Metropolitan Museum of Art,Belt,,Recuay,,,,Textiles-Woven,,,Camelid fiber,,,,https://www.metmuseum.org/art/collection/search/318746,https://images.metmuseum.org/CRDImages/ao/original/2001.172_b.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,310698,MET-310698,The Metropolitan Museum of Art,Headcloth,,Chancay,,,,Textiles-Non-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/310698,https://images.metmuseum.org/CRDImages/ao/original/DP-26537-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,310695,MET-310695,The Metropolitan Museum of Art,Openwork Headband,,Chancay,,,,Textiles-Non-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/310695,https://images.metmuseum.org/CRDImages/ao/original/221102.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,310699,MET-310699,The Metropolitan Museum of Art,Openwork Headband,,Chancay,,,,Textiles-Non-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/310699,https://images.metmuseum.org/CRDImages/ao/original/221106.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
met,310697,MET-310697,The Metropolitan Museum of Art,Openwork Headband,,Chancay,,,,Textiles-Non-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/310697,https://images.metmuseum.org/CRDImages/ao/original/221104.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,composicion_visual_util,,,,pasar_a_corpus_principal,composicion_visual_util,,,,
