id_fuente,corpus_actual,corpus_final,decision_revision,motivo_revision,observaciones_revision,revisor,fecha_revision,titulo_original,titulo_es_sugerido,cultura,fecha_objeto,procedencia,tipo_objeto,tipo_superficie,material,material_normalizado,tecnica,estado_curacion,destino_curacion,motivo_curacion,url_objeto,url_imagen,ruta_imagen_local,licencia,origen_curacion
307851,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307851,https://images.metmuseum.org/CRDImages/ao/original/DP18456.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308036,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308036,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307677,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307677,https://images.metmuseum.org/CRDImages/ao/original/DP18485.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308035,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308035,https://images.metmuseum.org/CRDImages/ao/original/DP18570.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308039,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308039,https://images.metmuseum.org/CRDImages/ao/original/DP18447.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308101,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308101,https://images.metmuseum.org/CRDImages/ao/original/DP18482.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308060,principal,principal,mantener,,,,,Embroidered Border Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308060,https://images.metmuseum.org/CRDImages/ao/original/DP18547.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308072,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308072,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308037,principal,principal,mantener,,,,,Embroidered Border Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308037,https://images.metmuseum.org/CRDImages/ao/original/DP18551.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308068,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308068,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308098,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308098,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308040,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308040,https://images.metmuseum.org/CRDImages/ao/original/DP18451.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308070,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308070,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308058,principal,principal,mantener,,,,,Embroidered Border Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308058,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308076,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308076,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308053,principal,principal,mantener,,,,,Embroidered Border Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308053,https://images.metmuseum.org/CRDImages/ao/original/DP18553.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308077,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308077,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308105,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308105,https://images.metmuseum.org/CRDImages/ao/original/DP18461.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307683,principal,principal,mantener,,,,,Embroidered Mantle Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307683,https://images.metmuseum.org/CRDImages/ao/original/33.149.76-94.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308044,principal,principal,mantener,,,,,Embroidered Border Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308044,https://images.metmuseum.org/CRDImages/ao/original/DP18526.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308042,principal,principal,mantener,,,,,Embroidered Border Fragment,,Paracas,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308042,https://images.metmuseum.org/CRDImages/ao/original/TP391.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307950,principal,principal,mantener,,,,,Tunic,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307950,https://images.metmuseum.org/CRDImages/ao/original/DP233569.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308285,principal,principal,mantener,,,,,Panel,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308285,https://images.metmuseum.org/CRDImages/ao/original/169777.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308284,principal,principal,mantener,,,,,Panel,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308284,https://images.metmuseum.org/CRDImages/ao/original/169776.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307960,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307960,https://images.metmuseum.org/CRDImages/ao/original/29.146.9.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307972,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307972,https://images.metmuseum.org/CRDImages/ao/original/DP18617.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308016,principal,principal,mantener,,,,,Fragment with Figures,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308016,https://images.metmuseum.org/CRDImages/ao/original/DP18620.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308017,principal,principal,mantener,,,,,Embroidered Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/308017,https://images.metmuseum.org/CRDImages/ao/original/DP18640.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307841,principal,principal,mantener,,,,,Fringed Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307841,https://images.metmuseum.org/CRDImages/ao/original/DP18589.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307844,principal,principal,mantener,,,,,Fringed Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307844,https://images.metmuseum.org/CRDImages/ao/original/DP18605.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307968,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307968,https://images.metmuseum.org/CRDImages/ao/original/29.146.16.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307966,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307966,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307965,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307965,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307964,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307964,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308027,principal,principal,mantener,,,,,Fringed Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308027,https://images.metmuseum.org/CRDImages/ao/original/DP18600.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308028,principal,principal,mantener,,,,,Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308028,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308025,principal,principal,mantener,,,,,Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308025,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307967,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307963,principal,principal,mantener,,,,,Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308029,principal,principal,mantener,,,,,Fringed Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308026,principal,principal,mantener,,,,,Fringed Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308021,principal,principal,mantener,,,,,Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308023,principal,principal,mantener,,,,,Bag,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307843,principal,principal,mantener,,,,,Tapestry Bag with Fringes,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308282,principal,principal,mantener,,,,,Panel with Figures,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
314363,principal,principal,mantener,,,,,Tunic,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
316921,principal,principal,mantener,,,,,Bag,,Nasca (?),,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307953,principal,principal,mantener,,,,,Fragmentary Band,,Nasca,,,,,"Camelid hair, cotton",,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307961,principal,principal,mantener,,,,,Band Fragment,,Nasca,,,,,"Camelid hair, cotton",,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308015,principal,principal,mantener,,,,,Tapestry Panel,,Nasca,,,,,"Camelid hair, cotton",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308015,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307933,principal,principal,mantener,,,,,Tapestry Fragment with Figures,,Nasca (?),,,,,"Camelid hair, cotton",,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307933,https://images.metmuseum.org/CRDImages/ao/original/LC-28_64_27_TMSa.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
316925,principal,principal,mantener,,,,,Bag,,Nasca (?),,,,,Camelid hair,,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/316925,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307962,principal,principal,mantener,,,,,Bag Fragment,,Nasca,,,,,"Camelid hair, cotton",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/307962,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
312614,principal,principal,mantener,,,,,Tunic Section,,Wari,,,,,"Camelid hair, cotton",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/312614,https://images.metmuseum.org/CRDImages/ao/original/TP411.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308283,principal,principal,mantener,,,,,Panel with Figures,,Chancay,,,,,"Cotton, paint",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308283,https://images.metmuseum.org/CRDImages/ao/original/DP221260.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
312669,principal,principal,mantener,,,,,Panel,,Chancay,,,,,"Cotton, paint",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/312669,https://images.metmuseum.org/CRDImages/ao/original/1979_206_459_EX_01.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
310059,principal,principal,mantener,,,,,Painted Woven Panel,,Chancay,,,,,"Cotton, paint",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/310059,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_13.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307943,principal,principal,mantener,,,,,Fragment,,Chancay,,,,,"Camelid hair, cotton",,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307943,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307940,principal,principal,mantener,,,,,Fragment,,Chancay,,,,,"Camelid hair, cotton",,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307940,https://images.metmuseum.org/CRDImages/ao/original/72153.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
308290,principal,principal,mantener,,,,,Fragment,,Chancay,,,,,"Cotton, camelid hair",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/308290,https://images.metmuseum.org/CRDImages/ao/original/175775.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307806,principal,principal,mantener,,,,,Tapestry Border Fragment with Tab Fringes,,Chancay,,,,,"Camelid hair, cotton",,,corpus_principal,principal,fragmento_textil_util,https://www.metmuseum.org/art/collection/search/307806,https://images.metmuseum.org/CRDImages/ao/original/vs09_50_1085.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
313121,principal,principal,mantener,,,,,Panel,,Chancay,,,,,"Cotton, camelid hair",,,corpus_principal,principal,superficie_textil_util,https://www.metmuseum.org/art/collection/search/313121,https://images.metmuseum.org/CRDImages/ao/original/222448.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
318460,principal,principal,mantener,,,,,False Face for Funerary Bundle,,Paracas,,,,,"Cotton, paint",,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/318460,https://images.metmuseum.org/CRDImages/ao/original/vsl1995_49.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
315772,principal,principal,mantener,,,,,Headband with ornamental tassels,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/315772,https://images.metmuseum.org/CRDImages/ao/original/DP-26542-001.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307944,principal,principal,mantener,,,,,Sash,,Chimú,,,,,Camelid hair,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/307944,https://images.metmuseum.org/CRDImages/ao/original/LC-28_171_7_TMSa.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
316931,principal,principal,mantener,,,,,Headband,,Peruvian,,,,,Camelid hair,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/316931,https://images.metmuseum.org/CRDImages/ao/original/1994.35.106_a.JPG,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
309528,principal,principal,mantener,,,,,Band,,Inca,,,,,Camelid hair,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/309528,https://images.metmuseum.org/CRDImages/ao/original/189514.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
307959,principal,principal,mantener,,,,,Sash or Headband,,Nasca,,,,,Camelid hair,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/307959,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
316935,principal,principal,mantener,,,,,Headband,,Nasca (?),,,,,"Cotton, camelid hair",,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/316935,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.110.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
318746,principal,principal,mantener,,,,,Belt,,Recuay,,,,,Camelid fiber,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/318746,https://images.metmuseum.org/CRDImages/ao/original/2001.172_b.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
310698,principal,principal,mantener,,,,,Headcloth,,Chancay,,,,,Cotton,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/310698,https://images.metmuseum.org/CRDImages/ao/original/DP-26537-001.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
310695,principal,principal,mantener,,,,,Openwork Headband,,Chancay,,,,,Cotton,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/310695,https://images.metmuseum.org/CRDImages/ao/original/221102.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
310699,principal,principal,mantener,,,,,Openwork Headband,,Chancay,,,,,Cotton,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/310699,https://images.metmuseum.org/CRDImages/ao/original/221106.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
310697,principal,principal,mantener,,,,,Openwork Headband,,Chancay,,,,,Cotton,,,corpus_principal,principal,composicion_visual_util,https://www.metmuseum.org/art/collection/search/310697,https://images.metmuseum.org/CRDImages/ao/original/221104.jpg,,Dominio público / Open Access según metadata de The Met,auditoria_aceptados_no_piloto
