source,institution,object_id,title,culture,period,object_date,country,region,subregion,locale,classification,department,medium,dimensions,credit_line,repository,object_url,primary_image,primary_image_small,is_public_domain,rights_and_reproduction,artist_display_name,artist_culture,tags,query_term
met,The Metropolitan Museum of Art,314894,Square Cloth with Feathered Border,Chimú,,1200 – 1400 CE,Peru,,,,Textiles-Featherwork,The Michael C. Rockefeller Wing,"Feathers, camelid hair, cotton, wool",H x W: 12 x 2 3/8in. (30.5 x 6cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/314894,https://images.metmuseum.org/CRDImages/ao/original/DP230211.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP230211.jpg,True,,,,,Andean textile
met,The Metropolitan Museum of Art,308024,Embroidered bag with fringe,Nasca,,7th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,W. 8 3/8 × L. 16 1/2 in. (21.26 × 41.91 cm),"Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308024,https://images.metmuseum.org/CRDImages/ao/original/DP-26535-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26535-001.jpg,True,,Nasca artist,,,Andean textile
met,The Metropolitan Museum of Art,308022,Embroidered bag with fringe,Nasca,,7th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,W. 7 1/4 x D.12 1/2 in. (18.42 x 31.75 cm),"Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308022,https://images.metmuseum.org/CRDImages/ao/original/DP-26534-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26534-001.jpg,True,,Nasca artist,,,Andean textile
met,The Metropolitan Museum of Art,315700,Embroidered bag with fringe,Nasca,,7th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,W. 6 in. × D. 14 1/4 in. (15.2 × 36.2 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315700,https://images.metmuseum.org/CRDImages/ao/original/DP-26541-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26541-001.jpg,True,,Nasca artist,,,Andean textile
met,The Metropolitan Museum of Art,313267,Kero (beaker),Inca,,1400–1535 CE,Peru,,,,Wood-Containers,The Michael C. Rockefeller Wing,Wood,H. 6 1/8 × Diam. 4 3/4 in. (15.6 × 12.1 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313267,https://images.metmuseum.org/CRDImages/ao/original/1979.206.1074.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.1074.jpg,True,,Inca artist(s),,,Andean textile
met,The Metropolitan Museum of Art,315786,Shirt,Moche,,500–850 CE,Peru,Huarmey Valley(?),,,Textiles-Woven,The Michael C. Rockefeller Wing,"Camelid hair, cotton",H. 34 1/4 x W. 58 in. (87 x 147.3 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315786,https://images.metmuseum.org/CRDImages/ao/original/DT1269.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1269.jpg,True,,Moche artist(s),,Animals,Peru textile
met,The Metropolitan Museum of Art,308402,Feathered Tunic,Chimú,,1400 - 1700 CE,Peru,,,,Feathers-Containers,The Michael C. Rockefeller Wing,"Cotton, feathers",H. 27 1/2 × W. 27 in. (69.9 × 68.6 cm),"Harris Brisbane Dick Fund, 1963","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308402,https://images.metmuseum.org/CRDImages/ao/original/DP214978.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP214978.jpg,True,,Chimú artist(s),,Birds,Peru textile
met,The Metropolitan Museum of Art,310652,Bottle with caiman,Cupisnique,,1000–800 BCE,Peru,Tembladera,,,Ceramics-Containers,The Michael C. Rockefeller Wing,"Ceramic, post-fire paint (cinnabar)",H. 12 3/4 × W. 8 1/16 × D. 5 3/8 in. (32.4 × 20.5 × 13.7 cm),"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1967","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/310652,https://images.metmuseum.org/CRDImages/ao/original/DP-23559-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23559-001.jpg,True,,Cupisnique artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312943,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 4 11/16 × W. 4 1/8 × D. 1/4 in. (11.9 × 10.5 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312943,https://images.metmuseum.org/CRDImages/ao/original/DP-25877-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25877-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312942,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 4 1/4 × W. 4 9/16 × D. 1/4 in. (10.8 × 11.5 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312942,https://images.metmuseum.org/CRDImages/ao/original/DP-25876-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25876-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312944,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 4 × W. 3 5/8 × D. 1/4 in. (10.2 × 9.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312944,https://images.metmuseum.org/CRDImages/ao/original/DP-25878-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25878-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312946,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 13/16 × W. 4 × D. 3/16 in. (9.7 × 10.2 × 0.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312946,https://images.metmuseum.org/CRDImages/ao/original/DP-25880-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25880-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312941,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 4 1/2 × W. 4 5/8 × D. 1/4 in. (11.4 × 11.7 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312941,https://images.metmuseum.org/CRDImages/ao/original/DP-25875-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25875-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312945,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 3/4 × W. 4 × D. 1/4 in. (9.5 × 10.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312945,https://images.metmuseum.org/CRDImages/ao/original/DP-25879-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25879-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312248,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 1/2 × W. 3 5/8 × D. 1/4 in. (8.9 × 9.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312248,https://images.metmuseum.org/CRDImages/ao/original/DP-25881-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25881-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312250,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 1/2 × W. 3 5/8 × D. 3/16 in. (8.9 × 9.1 × 0.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312250,https://images.metmuseum.org/CRDImages/ao/original/DP-25883-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25883-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312249,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 1/4 × W. 3 1/2 × D. 5/16 in. (8.3 × 8.9 × 0.8 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312249,https://images.metmuseum.org/CRDImages/ao/original/DP-25882-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25882-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,126670,Textile,Peruvian,,1800–1939,Peru,,,,Textiles,The Michael C. Rockefeller Wing,"Glass beads, cotton (?) string",W. 2 × L. 36 in. (5.1 × 91.4 cm),"Gift of Susan Huntington Vernon, 1939","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/126670,,,False,,,,,Peru textile
met,The Metropolitan Museum of Art,316945,Border Fragment,Paracas,,450–175 BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Cotton, camelid hair",H. 6 3/4  x W.  41 3/8 in. (17.1 x 105.1cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316945,https://images.metmuseum.org/CRDImages/ao/original/DP-28474-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-28474-001.jpg,True,,,,,Peru textile
met,The Metropolitan Museum of Art,90307,Tupu (pin),Peruvian,,19th century,Peru,,,,Metal-Ornaments,The Michael C. Rockefeller Wing,"Silver, glass",W. 3 × L. 9 in. (7.6 × 22.9 cm),"Gift of Mr. Hilary Knight, in memory of Mrs. Katharine Sturges Knight, 1982","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/90307,,,False,,Peruvian artist(s),,Eagles,Peruvian textile
met,The Metropolitan Museum of Art,320430,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320430,https://images.metmuseum.org/CRDImages/ao/original/DP-27955-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27955-001.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,320431,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320431,https://images.metmuseum.org/CRDImages/ao/original/DP-27956-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27956-001.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,320429,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320429,https://images.metmuseum.org/CRDImages/ao/original/DP-27954-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27954-001.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316866,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316866,https://images.metmuseum.org/CRDImages/ao/original/DP-27953-002.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27953-002.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309275,Wooden Spindle (?),Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,L. 11 1/2 × Diam. 11/16 in. (29.2 × 1.7 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309275,https://images.metmuseum.org/CRDImages/ao/original/64.228.750.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.750.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309277,Wooden Loom Bar,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,H. 6 1/8 × W. 9/16 in. (15.6 × 1.4 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309277,https://images.metmuseum.org/CRDImages/ao/original/64.228.752.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.752.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309272,Wooden Spindle,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,L. 10 3/4 × Diam. 3/16 in. (27.3 × 0.5 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309272,https://images.metmuseum.org/CRDImages/ao/original/64.228.747.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.747.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309276,Wooden Loom Bar,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,H. 6 5/16 × W. 9/16 in. (16 × 1.4 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309276,https://images.metmuseum.org/CRDImages/ao/original/64.228.751.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.751.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308131,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,W. 1/2 × L. 12 1/2 in. (1.3 × 31.8 cm),"Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308131,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316948,Openweave Cap,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Costumes,The Michael C. Rockefeller Wing,Cotton,Height (w/tassel) 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316948,https://images.metmuseum.org/CRDImages/ao/original/hz1994_35_123.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hz1994_35_123.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316910,Sash Fragment,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Cotton,Length 271 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316910,"https://images.metmuseum.org/CRDImages/ao/original/DP18680_1994.35.85,2.jpg","https://images.metmuseum.org/CRDImages/ao/web-large/DP18680_1994.35.85,2.jpg",True,,,,Human Figures,Peruvian textile
met,The Metropolitan Museum of Art,316949,Openweave Cap with Tassels,Peruvian,,11th–14th century,Peru,,,,Textiles-Costumes,The Michael C. Rockefeller Wing,Cotton,Height 6-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316949,https://images.metmuseum.org/CRDImages/ao/original/DP101292.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101292.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316857,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 11-3/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316857,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316860,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 10-1/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316860,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316859,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 11-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316859,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316858,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 11-5/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316858,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316861,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 10-1/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316861,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
