source,institution,object_id,title,culture,period,object_date,country,region,subregion,locale,classification,department,medium,dimensions,credit_line,repository,object_url,primary_image,primary_image_small,is_public_domain,rights_and_reproduction,artist_display_name,artist_culture,tags,query_term
met,The Metropolitan Museum of Art,316928,Sling,Inca (?),,1450–1532 CE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,Length 54-1/2 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316928,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.103a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.103a.jpg,True,,,,,Inca textile
met,The Metropolitan Museum of Art,318888,Headband,Inca,,14th–15th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,W. 7 1/2 × L. 8 3/4 in. (19.1 × 22.2 cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/318888,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-001.jpg,True,,,,,Inca textile
met,The Metropolitan Museum of Art,319574,Tunic,Inca,,1400–1530,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid fiber,H. 33 x  W. 30 in. (83.8 x 76.2 cm),"Purchase, Nathan Cummings Gift, Rogers Fund, and The Fred and Rita Richman Foundation Gift, 2005","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/319574,https://images.metmuseum.org/CRDImages/ao/original/DP120795.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP120795.jpg,True,,,,,Inca textile
met,The Metropolitan Museum of Art,313152,Tunic,Inca,,1450–1550,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,H. 22 x W. 34 in. (55.9 x 86.4 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313152,https://images.metmuseum.org/CRDImages/ao/original/DP244273.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP244273.jpg,True,,,,,Inca textile
met,The Metropolitan Museum of Art,315773,Sling Shot,Inca,,15th–16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,L. 52 in. (132 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315773,https://images.metmuseum.org/CRDImages/ao/original/250471.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/250471.jpg,True,,,,,Inca textile
met,The Metropolitan Museum of Art,314528,Tunic with Diamond Band,Inca,,1460–1540,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Camelid hair, cotton",W. 29 × L. 35 in. (73.7 × 88.9 cm),"Rogers Fund, 1982","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/314528,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP107698.jpg,True,,,,,Inca textile
met,The Metropolitan Museum of Art,316938,Serpent ornament,Inca (?),,1450–1532 CE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Cotton, camelid hair",W. 1 × L. (includes tie)  34 in. (2.5 × 86.4 cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316938,https://images.metmuseum.org/CRDImages/ao/original/1994.35.113_d.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.113_d.JPG,True,,,,Serpents,Inca textile
met,The Metropolitan Museum of Art,307941,Bag Tassel,Inca,,15th–16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Camelid hair, cotton","Overall: 8 x 15 3/4 in. (20.32 x 40.01 cm)
Other: 8 in. (20.32 cm)","Rogers Fund, 1928","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307941,"https://images.metmuseum.org/CRDImages/ao/original/DP18687_28.171.4,1.jpg","https://images.metmuseum.org/CRDImages/ao/web-large/DP18687_28.171.4,1.jpg",True,,,,Animals,Inca textile
met,The Metropolitan Museum of Art,308079,Tapestry Panel with Stars,Inca,,15th–16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Camelid hair, cotton","Overall: 6 3/4 x 9 3/4 in. (17.15 x 24.77 cm)
Other: 6 3/4 in. (17.15 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308079,https://images.metmuseum.org/CRDImages/ao/original/DP18702_33.149.44.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18702_33.149.44.jpg,True,,,,Stars,Inca textile
met,The Metropolitan Museum of Art,308482,Rattle bowl with flying figure (Oculate Being),Paracas,,350 BCE–60 CE,Peru,Ica Valley,,,Ceramics-Containers,The Michael C. Rockefeller Wing,"Ceramic, post-fire paint",H. 2 1/8 × W. 6 7/8 × D. 6 7/8 in. (5.4 × 17.5 × 17.5 cm),"Gift of Nathan Cummings, 1963","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308482,https://images.metmuseum.org/CRDImages/ao/original/DP-23569-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23569-001.jpg,True,,Paracas artist(s),,,Paracas textile
met,The Metropolitan Museum of Art,312928,Neckless jar with complex scene,Paracas,,350 BCE–60 CE,Peru,"Ica River, South Coast",,,Ceramics-Containers,The Michael C. Rockefeller Wing,"Ceramic, post-fire paint",H. 12 1/16 × W. 12 × D. 12 in. (30.6 × 30.5 × 30.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312928,https://images.metmuseum.org/CRDImages/ao/original/DP-24348-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24348-001.jpg,True,,Paracas artist(s),,,Paracas textile
met,The Metropolitan Museum of Art,308109,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/4 x 4 in. (10.8 x 10.16 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308109,https://images.metmuseum.org/CRDImages/ao/original/DP18564_33.149.79.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18564_33.149.79.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,307853,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/2 x 3 3/8 in. (11.43 x 8.57 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307853,https://images.metmuseum.org/CRDImages/ao/original/DP18565.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18565.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308106,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/2 x 4 3/4 in. (11.43 x 12.07 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308106,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.1-67-70-76.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308100,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 x 4 1/4 in. (10.16 x 10.8 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308100,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18575_33.149.70.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,315049,Mantle,Paracas,,2nd–1st century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,H. 78 3/8 x W. 56 1/2 in. (199.1 x 143.5 cm),"Gift of Louis Slavitz, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315049,https://images.metmuseum.org/CRDImages/ao/original/AR446.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/AR446.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,307682,Embroidered Border Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 11 x 65 in. (27.94 x 165.1 cm)
Other: 11 in. (27.94 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307682,https://images.metmuseum.org/CRDImages/ao/original/DP170923.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP170923.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308057,Embroidered Fragment with Figures,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/8 x 5 in. (10.46 x 12.7 cm)
Other: 4 1/8 in. (10.46 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308057,https://images.metmuseum.org/CRDImages/ao/original/DP18568.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18568.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308113,Embroidered Fragment with Figure,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,Overall: 5 7/8 in. (14.92 cm),"Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308113,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18528.jpg,True,,,,"Faces, Heads, Serpents",Paracas textile
met,The Metropolitan Museum of Art,308048,Embroidered Fragment with Figures,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 10 3/4 x 5 3/4 in. (27.31 x 14.61 cm)
Other: 5 3/4 in. (14.61 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308048,https://images.metmuseum.org/CRDImages/ao/original/DP18558.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18558.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,307852,Embroidered Mantle Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/2 x 5 1/4 in. (11.43 x 13.34 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307852,https://images.metmuseum.org/CRDImages/ao/original/DP18481.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18481.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308034,Embroidered Mantle Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 11 1/8 x 21 1/4 in. (28.24 x 53.98 cm)
Other: 11 1/8 in. (28.24 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308034,https://images.metmuseum.org/CRDImages/ao/original/DP18571.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18571.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,307679,Embroidered Mantle Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/4 x 5 in. (10.8 x 12.7 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307679,https://images.metmuseum.org/CRDImages/ao/original/DP18487.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18487.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308072,Embroidered Mantle Fragment,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 5 1/4 x 7 1/2 in. (13.34 x 19.05 cm)
Other: 5 1/4 in. (13.34 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308072,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18535.jpg,True,,,,Faces,Paracas textile
met,The Metropolitan Museum of Art,308037,Embroidered Border Fragment,Paracas,,4th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 2 3/4 x 26 in. (6.99 x 66.04 cm)
Other: 2 3/4 in. (6.99 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308037,https://images.metmuseum.org/CRDImages/ao/original/DP18551.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18551.jpg,True,,,,Mythical Creatures,Paracas textile
met,The Metropolitan Museum of Art,308068,Embroidered Mantle Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 3 1/2 x 12 3/4 in. (8.89 x 32.39 cm)
Other: 3 1/2 in. (8.89 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308068,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18539.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308098,Embroidered Mantle Fragment,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 3 x 4 in. (7.62 x 10.16 cm)
Other: 3 in. (7.62 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308098,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18454.jpg,True,,,,Mythical Creatures,Paracas textile
met,The Metropolitan Museum of Art,308040,Embroidered Mantle Fragment,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 3 1/4 x 5 in. (8.26 x 12.7 cm)
Other: 3 1/4 in. (8.26 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308040,https://images.metmuseum.org/CRDImages/ao/original/DP18451.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18451.jpg,True,,,,"Human Figures, Birds, Serpents",Paracas textile
met,The Metropolitan Museum of Art,308070,Embroidered Mantle Fragment,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 5 1/8 x 7 3/8 in. (13 x 18.73 cm)
Other: 5 1/8 in. (13 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308070,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18537.jpg,True,,,,"Heads, Serpents",Paracas textile
met,The Metropolitan Museum of Art,308058,Embroidered Border Fragment,Paracas,,4th–3rd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 x 6 1/2 in. (10.16 x 16.51 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308058,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18549.jpg,True,,,,Serpents,Paracas textile
met,The Metropolitan Museum of Art,308076,Embroidered Mantle Fragment,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 5 x 5 3/4 in. (12.7 x 14.61 cm)
Other: 5 in. (12.7 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308076,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.41.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308053,Embroidered Border Fragment,Paracas,,5th–3rd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 6 x 8 3/4 in. (15.24 x 22.23 cm)
Other: 6 in. (15.24 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308053,https://images.metmuseum.org/CRDImages/ao/original/DP18553.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18553.jpg,True,,,,Mythical Creatures,Paracas textile
met,The Metropolitan Museum of Art,308077,Embroidered Mantle Fragment,Paracas,,3rd–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 5 x 6 in. (12.7 x 15.24 cm)
Other: 5 in. (12.7 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308077,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18450.jpg,True,,,,"Human Figures, Heads, Fish",Paracas textile
met,The Metropolitan Museum of Art,314534,Face Mask Ornament,Moche,,6th–7th century,Peru,,,,Metal-Ornaments,The Michael C. Rockefeller Wing,"Gilded copper, shell, feathers",H. 3 1/8 × W. 3 7/16 × D. 2 in. (7.9 × 8.7 × 5.1 cm),"Gift of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1980","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/314534,https://images.metmuseum.org/CRDImages/ao/original/1982.392.5.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1982.392.5.JPG,True,,,,Faces,textile fragment Peru
met,The Metropolitan Museum of Art,307998,Fragment,Peru; south coast (?),,15th–16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Cotton, camelid hair",5 1/4 x 18 3/4 in. (13.34 x 47.63 cm),"Rogers Fund, 1930","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307998,https://images.metmuseum.org/CRDImages/ao/original/78151.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/78151.jpg,True,,,,,textile fragment Peru
met,The Metropolitan Museum of Art,307943,Fragment,Chancay,,12th–14th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Camelid hair, cotton","Overall: 14 x 21 1/2 in. (35.56 x 54.61 cm)
Other: 14 in. (35.56 cm)","Rogers Fund, 1928","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307943,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101351.jpg,True,,,,,textile fragment Peru
met,The Metropolitan Museum of Art,307940,Fragment,Chancay,,12th–14th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Camelid hair, cotton","Overall: 28 1/2 x 34 3/4 in. (72.39 x 88.27 cm)
Other: 28 1/2 in. (72.39 cm)","Rogers Fund, 1928","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307940,https://images.metmuseum.org/CRDImages/ao/original/72153.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/72153.jpg,True,,,,Birds,textile fragment Peru
